Customer_name,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Target
Wc1Ww9Dg0Iq3Hd5T,4357,2041.98,Online Purchase,0,Mobile,delhi,0,99,13,Debit Card,0
Ne9Gb5Nv7Mg8Dr9Y,1870,1066.37,POS Payment,11,Tablet,chennai,3,58,14,Debit Card,0
Jw9Fm0Gq5At8Ly7P,1012,3461.61,Bill Payment,15,Unknown Device,chennai,0,78,14,Credit Card,0
Zd4Nj4Ig4Dy4Mc7F,3655,1227,ATM Withdrawal,4,Tablet,chennai,3,8,11,UPI,0
Sg9Eo8Eq2Av3Ij9H,1497,4717.8,ATM Withdrawal,13,Desktop,mumbai,2,6,12,UPI,0
Pu1Bt6Yr0Qt3Qr5L,2756,1841.25,POS Payment,13,Mobile,pune,0,46,8,Credit Card,0
Az3Rl2Vm0Ho1Ra7J,3285,3324.88,Online Purchase,19,Mobile,kolkata,2,22,2,Credit Card,0
Yl1Mh9Yu0Du6Dd3J,2117,1729.5,Bill Payment,11,Desktop,mumbai,2,45,10,,0
Rn0Ar2Wi5Fq4Ug2N,4409,4037.19,Bill Payment,,Tablet,kolkata,1,4,6,UPI,1
Os4Nw9Aw0Iy7Xl9A,3828,4485.13,POS Payment,0,Desktop,bangalore,4,11,7,UPI,0
Gp1In7Pi4Uu3Cl1T,2194,3940.65,Bank Transfer,6,Desktop,kolkata,1,51,4,Credit Card,0
Kw4Sx1Se0To7Hd8F,3004,4243.25,Bill Payment,10,Desktop,hydrabad,0,115,12,Credit Card,0
Ii4Nr4Rj5Xz3Bf7R,3653,513.89,Bank Transfer,4,Desktop,pune,1,111,8,Credit Card,0
Zl5Aq4Lj1Gx3Vv3T,3708,4620.7,POS Payment,17,Desktop,pune,4,9,10,,0
Os7Qw3Xq9Zs9Ak5S,2647,3123.38,Online Purchase,4,Unknown Device,delhi,1,92,3,UPI,0
Cb7Zk1Cn9Uc0Nr2D,2590,4346.74,Bank Transfer,17,,pune,3,105,7,Net Banking,0
Gg3Hq8Li5Rf7Gh8P,3896,3423.76,ATM Withdrawal,3,Tablet,Ahmedabad,4,85,5,Debit Card,0
Qz4Mn4Cu8Zp9Rx2D,3983,1013.23,Bank Transfer,22,Desktop,mumbai,1,70,8,Credit Card,1
Oh1Bc6Ep9Jq9Rn8D,2490,3049.73,Online Purchase,,Desktop,delhi,4,88,3,Debit Card,0
Ga0Td5Zy4Fv2Sx3M,3675,459.28,Bank Transfer,23,Tablet,pune,1,54,4,UPI,0
Zx6Wp5Pz4Hd2Mq2D,1142,3480.14,POS Payment,13,Desktop,delhi,1,117,14,Debit Card,0
Yh8Hl9Ei1Ci0Du4C,2224,2047.96,Bank Transfer,20,Mobile,hydrabad,2,31,11,Credit Card,0
Tl0Zy9Ol0Rs3Jo0R,4251,762.91,ATM Withdrawal,22,Tablet,kolkata,0,54,7,Net Banking,0
My5Sn5Zb3Gp6Ws0L,3761,4896.25,Bank Transfer,14,,hydrabad,0,31,12,Debit Card,0
Cb5Nl2Tr7Oi7Ds5Z,4435,,POS Payment,20,Mobile,Ahmedabad,1,60,6,Net Banking,0
Xs0Fg6Dh7Fs5Lm4E,3526,4468.25,Bank Transfer,8,Tablet,Ahmedabad,4,109,8,Debit Card,1
Qu9Hh7Fe2Jx4Gw7D,1564,,Bill Payment,8,Tablet,chennai,2,47,3,UPI,0
Xb2Pa7Gs2Iy8Sz3A,3518,3461.45,Online Purchase,11,Desktop,chennai,0,29,5,Debit Card,0
Qv7Vm5Bk8Lx0Mi3A,3431,3277.12,ATM Withdrawal,23,,Ahmedabad,2,38,6,Credit Card,0
Cg2Cc6Nz2Uk3Sv9R,2715,534.94,Online Purchase,17,Desktop,bangalore,1,15,11,Credit Card,0
Xi5Fi0Cv4Du4Vc9A,3973,4503.33,ATM Withdrawal,5,Mobile,chennai,4,37,9,Net Banking,0
Qi8Jm9Rw7Vc8Wg2I,1416,4406.24,Online Purchase,14,Desktop,pune,0,54,6,Debit Card,0
Ea0Pq9Oe6Ik3Dn1M,2848,3740.52,ATM Withdrawal,21,Tablet,delhi,3,54,5,Credit Card,0
Rb6Cu5Do5Wx7Vk7X,3355,4636.94,Bank Transfer,12,Tablet,delhi,1,2,14,Credit Card,0
Io9Vz9Ry1An5Yi0G,3696,2767.65,Online Purchase,22,Desktop,hydrabad,0,25,6,Credit Card,0
Ts2Li7Ta5Af6Hn8D,2717,2240.97,ATM Withdrawal,6,Desktop,chennai,2,34,6,,1
Ie1Ym4Yn0Di9Ta2U,2390,4839.9,Bank Transfer,11,Tablet,bangalore,1,80,5,UPI,0
Bx2Sd5Ln7Nx4Lm0L,4072,2323.34,ATM Withdrawal,3,,mumbai,1,116,6,Net Banking,0
Uq5Ex8It0Eg1Bx9P,2067,3208.42,ATM Withdrawal,7,Desktop,mumbai,1,45,8,Debit Card,0
Pw2Al7Gw5My9Gd9R,3786,1868.45,POS Payment,9,Tablet,kolkata,3,58,11,UPI,0
Ni1Is3Il0Fu9De2Y,2866,3183.45,POS Payment,10,Mobile,delhi,0,38,8,Net Banking,0
Fl7Ub4Bq9Ax1My2G,2121,3601.89,Online Purchase,15,Desktop,delhi,0,110,4,Debit Card,0
Kn3Kg0Zz5Sm0Cz3R,4791,3125.15,Bank Transfer,1,Desktop,chennai,1,118,1,Credit Card,0
Sw1Vl9Dq7Pu8Ye1F,2288,2575.24,Bill Payment,18,Mobile,chennai,0,52,1,,0
Hk7Tn6Gc9Iw6Dk5U,4871,1504.05,ATM Withdrawal,9,Mobile,bangalore,3,31,9,UPI,0
Iv6Ep1Jh3Xe5Np6X,2806,3221.01,Online Purchase,11,Mobile,Ahmedabad,2,19,9,Debit Card,0
Ll2Tb7Yy0Qw9Zc3D,3187,4542.6,POS Payment,7,Mobile,Ahmedabad,0,70,9,Debit Card,0
Vc5Vx4Yp5Uy4Gm2P,2504,39.53,Bank Transfer,14,Desktop,chennai,2,25,2,UPI,0
Sm7Va2Nr9Bo1Qt7O,4308,673.98,POS Payment,2,Mobile,delhi,4,112,11,UPI,0
Vi5Kh8Ob8Du4Vv4M,4021,603.27,ATM Withdrawal,21,,delhi,4,46,10,UPI,0
Yp2Zt7Tj8Im2Dk0I,2016,4616.41,POS Payment,9,Mobile,,4,58,14,Net Banking,0
Kd2Ss5Oa4Yn7Ue4E,1952,3315.42,POS Payment,,Mobile,bangalore,0,43,12,Debit Card,0
Kf6Gy1Xy8Gx2Ki7N,3951,4759.18,Bank Transfer,11,Mobile,Ahmedabad,3,14,3,Debit Card,0
Dq7Gm2Qu5Da3Us0H,1071,2916.15,Online Purchase,15,Desktop,chennai,3,115,2,Credit Card,0
Rh2Wv3Wl5Kl0Uu3Y,2690,2311.36,ATM Withdrawal,8,Mobile,bangalore,3,78,6,Credit Card,0
Zz0Mg6Ls2Dr6Qx5Z,4261,3962.75,ATM Withdrawal,17,Desktop,Ahmedabad,3,55,10,UPI,0
Es8Sd4Lq4Jw9Vq4D,2291,808.91,Bank Transfer,17,Tablet,chennai,0,70,3,Debit Card,0
Jq9Md8Ke2Yn8Qx5W,2344,1909.78,Online Purchase,18,Desktop,mumbai,2,81,1,Net Banking,0
Vq4Gg8Du3Hh7Ef4Q,3154,2334.04,Bank Transfer,19,Desktop,Ahmedabad,4,65,13,Debit Card,0
Jh7Ub7Pw0Lb7Kb0J,4303,1495.8,Bank Transfer,,,delhi,4,60,1,Net Banking,0
Qq5Wb0Au4Ax3Ga1O,4113,1859.57,POS Payment,23,Desktop,Ahmedabad,1,16,3,Credit Card,0
Xu2Re8Ht7Kp5Yo9A,4773,395.14,Online Purchase,18,Mobile,chennai,0,65,6,Credit Card,0
Wl5Pf0Bm5Re0Qo7N,1882,993.93,ATM Withdrawal,16,Tablet,pune,4,65,5,Net Banking,0
Hm0Tp0Yx2Sn0Bx5V,1138,1680.81,Bill Payment,7,Desktop,delhi,2,114,2,UPI,0
Tk0Lf5Dw6Qw4Up4T,3662,3980.47,ATM Withdrawal,18,Mobile,pune,0,73,4,Net Banking,0
Vx2Ns3Kw1Zn7Wq8I,4754,916.57,Bank Transfer,19,Desktop,bangalore,4,67,4,Net Banking,0
Kw7Po4Wc3Lc9Su4Q,3910,1736.47,Bill Payment,0,Mobile,bangalore,4,52,1,UPI,0
Hq5Hz2Qe0Wl4Ue2A,3320,329.28,Bank Transfer,10,Mobile,bangalore,3,18,6,Credit Card,1
Lo0Es6Vk4Al8Ei8Y,2504,2787.74,Bill Payment,20,Desktop,pune,1,4,1,,0
Wl1Am4Rt6Vu9Je2P,3463,3058.2,POS Payment,16,Mobile,hydrabad,1,105,1,UPI,0
Dt2Fz1Pc0Nd2Xe1Q,3553,4328.25,Bank Transfer,0,Tablet,pune,1,81,9,Credit Card,0
Se8Qi4Qw0Sp9Ye9I,1732,4096.48,Bill Payment,8,Tablet,kolkata,4,31,6,UPI,0
If2Dz9Zo9Yx0Ni6D,2748,1430.46,ATM Withdrawal,0,,pune,1,19,8,Debit Card,0
Qv2Im7Oq5Of4Vx2W,4924,689.08,POS Payment,9,Mobile,mumbai,4,65,1,Net Banking,0
Nd1Hp4Ag3Qy1Gu9D,1423,784.64,Bank Transfer,2,Desktop,chennai,1,58,5,Net Banking,0
Qh0Iy0Jp8Qh1Dk0P,4478,4844.97,Online Purchase,4,Desktop,pune,4,30,7,Net Banking,0
Jc2Mp6Dv9Ec0Op6C,2591,3367.76,POS Payment,16,Desktop,chennai,3,113,12,Debit Card,0
Dr5Yb6Mx3Cb7Ne8V,1389,217.64,Bill Payment,19,Mobile,kolkata,0,4,4,Credit Card,1
Nh2Rz4Uv6Jy1Qd5S,1341,688.21,Online Purchase,13,Mobile,chennai,0,118,10,Debit Card,0
Fd3Ge4Tx7Ez5Zc2O,1945,2431.57,Online Purchase,19,,bangalore,1,68,5,Credit Card,0
Ja3Cd7Do6Uj9Nr6H,1613,1043.1,Online Purchase,15,Desktop,bangalore,3,82,1,Credit Card,0
Ej8Xc7Oj4Rd4Xv6U,1492,4019.28,Bill Payment,3,Mobile,hydrabad,3,43,14,Net Banking,0
Da7Fr4Ez9Iy4No1T,1191,2868.22,POS Payment,17,Mobile,delhi,4,54,5,Net Banking,0
Bf2Bj4Iy3Hk2Wu1A,1498,3065.1,Online Purchase,12,Desktop,mumbai,3,8,9,,0
Ss4Hv9Fe8Dz8Ao1U,1821,2316.81,Online Purchase,6,Desktop,Ahmedabad,1,88,14,UPI,1
Fw5Jc4Ng7Uy5Ya5N,2735,1284.03,Bill Payment,3,Desktop,delhi,0,105,1,UPI,0
Ex4Np2Jl3Zg8Xk1A,2256,2949.07,Bank Transfer,12,Mobile,hydrabad,0,8,3,Credit Card,0
Ac7Dw8Mf1Ea0Vz9S,2968,3586.27,Bank Transfer,21,Tablet,chennai,3,95,2,Net Banking,1
Vz6Mo3Yo6Td9Lx0W,1226,1857.89,POS Payment,20,Tablet,pune,3,109,2,Debit Card,0
Fc4Ps4Pk4Us5Mo8R,2394,2527.19,Online Purchase,12,Mobile,bangalore,4,102,14,Credit Card,0
Fm3Bc9Xf0Qo4Io6Q,3186,4199.22,ATM Withdrawal,20,Desktop,bangalore,2,34,4,Net Banking,0
Am9Vk7Ur9Zo3Re5V,3903,747.67,Bank Transfer,14,Mobile,Ahmedabad,2,41,12,Credit Card,0
Dv2Zi2Wo4Gr5Bu6J,1816,2728.4,Online Purchase,4,,Ahmedabad,0,105,8,Credit Card,0
Yz9Vz9Xz2Ub2At0H,4220,1745.32,POS Payment,20,Mobile,,1,115,3,Credit Card,0
Ej8Sm5Om7Vg4Gx9S,4186,3515.46,ATM Withdrawal,20,Tablet,pune,1,74,14,UPI,0
Zk7Pf0Mp7Pb0Nm3W,2473,98.96,Bank Transfer,8,Desktop,bangalore,2,33,6,UPI,0
Qj8Kv2Ac7Xw2Vx0Q,2086,3354.01,Bank Transfer,17,Mobile,kolkata,0,62,6,Net Banking,0
Ex5Qo1Um8Xc8Dm3H,1103,518.97,Online Purchase,12,Tablet,pune,4,82,3,UPI,0
In0Rv9Sk5Yt2Jc7W,2874,328.51,Online Purchase,8,Desktop,chennai,3,36,6,Net Banking,0
Rr7Pu8Gt3Zi1Px3R,1870,3624.49,ATM Withdrawal,8,Desktop,delhi,3,6,10,Net Banking,0
Fu8Wv2Hb9Aw5Qz1O,1667,3203.51,Bill Payment,8,Desktop,chennai,4,40,5,UPI,0
Jh5Qn2Nt0Vt9Nh2I,3042,,POS Payment,13,Desktop,kolkata,4,115,1,,0
Ot9Ct7Uz2Pi7Zy6X,1272,2600.68,Online Purchase,21,Desktop,pune,3,37,9,Debit Card,0
Qa8Pi4Vs2Fr1Nk2I,2029,2652.47,Online Purchase,23,Mobile,delhi,4,73,3,UPI,0
Fg7Hx7Gc0Lp5Iu4I,4218,3536.55,Bank Transfer,3,Unknown Device,chennai,2,18,8,UPI,0
Vi2Ml8Id6Am9Aw1V,3231,1620.37,ATM Withdrawal,10,Mobile,hydrabad,2,114,10,Net Banking,0
Og1Ok8Ne9Rf6Ml2M,2051,189.38,Bill Payment,11,Tablet,,4,110,14,Debit Card,1
Pf6Cb1Br5Sk8Bx4S,2573,1154.08,Bill Payment,4,Tablet,chennai,0,69,4,Credit Card,0
Tm8Rr7Ju5Zk6Wa6I,4190,1193.88,POS Payment,15,Desktop,pune,1,84,4,UPI,0
Ls5Bn2Px6Gd2Hh5R,1292,1681.62,POS Payment,14,Mobile,bangalore,0,29,9,Net Banking,0
Ou7Qr1Vk7Al2Qy0S,4442,4717.6,Online Purchase,7,Mobile,hydrabad,4,63,3,Net Banking,0
Ia3Eu2Jc9Yl3Ij9N,4315,4025.19,ATM Withdrawal,9,Mobile,pune,4,61,5,Debit Card,0
Ch1Ta3Rt3Tq0Fo8U,4651,4680.1,Bank Transfer,14,Mobile,chennai,4,100,12,Debit Card,1
Pt8Kw3El5Ok1Bx3N,4797,4993.05,POS Payment,13,Mobile,hydrabad,2,3,3,Net Banking,0
If8Ze4Zf0Ib6Km3E,4289,2171.73,Bill Payment,0,Tablet,chennai,2,43,1,Net Banking,0
Rm8Np1Rw1Ki3Zf0R,3224,1139.23,Online Purchase,7,Tablet,bangalore,3,31,14,UPI,0
Nt6Ti4Dz1As0Lq1S,4370,2802.22,Online Purchase,8,Mobile,pune,0,104,11,UPI,0
Oq0Ux3Bq3Zq4Ny1W,4747,4406.27,Bank Transfer,12,Tablet,delhi,4,70,3,Credit Card,0
Oj9Ml7Za9Dd9Wb9L,3105,2331.33,ATM Withdrawal,20,Tablet,Ahmedabad,1,109,4,Credit Card,0
Mc7Za5Wz7Xg8Tj7H,2292,2529.47,Bill Payment,19,Tablet,mumbai,0,12,3,UPI,0
Ko3Fh7Bp8Lw9Vc2U,1307,676.52,Online Purchase,8,Mobile,Ahmedabad,0,92,7,Debit Card,0
Fu1Ms7Jj7Lv1Kl2J,4641,2105.18,Online Purchase,12,Desktop,bangalore,3,42,6,Credit Card,0
Xl5Ow3Aq4Wy0Jx3T,4359,1938.04,POS Payment,0,Desktop,hydrabad,4,3,8,Debit Card,0
Qc4Vo1Ko4Dd4Uj8J,1976,1761.68,Bill Payment,21,Desktop,hydrabad,3,16,3,Credit Card,0
Lt1Gi5Sd1Un2Uu0X,4176,4437.06,Bank Transfer,9,Mobile,delhi,1,96,10,UPI,0
Hh9Ko9Hx5Dq7We3A,2251,301.21,Online Purchase,14,Mobile,bangalore,3,85,10,Credit Card,0
Sd3Sb5Dg8Np4Wg7Q,2270,4860.88,Bill Payment,21,,pune,3,57,3,UPI,0
Vj7Sw5Oq6Ao5Ln1Z,3747,46.19,ATM Withdrawal,18,Desktop,kolkata,4,33,1,Credit Card,0
Mb5Ik4Yg6Cb3Xn5K,2517,4728.24,Bill Payment,13,Desktop,kolkata,0,56,8,UPI,0
Ui3Xm9Sn5Ky0Fr6G,3130,2742.5,ATM Withdrawal,11,Mobile,kolkata,1,33,1,Net Banking,0
Lh6Zm5Lw8We6Zr2L,2209,3513.71,ATM Withdrawal,15,Desktop,mumbai,2,71,12,Net Banking,0
Et4Dc5Hr5Pm8Tv8D,3299,939.73,Bank Transfer,20,Desktop,,1,16,2,Invalid Method,0
Yo4Qt6Tt0Ik8Rk7K,2378,3272.79,Online Purchase,6,Desktop,kolkata,0,46,10,Credit Card,0
Qq0Rc3Si1Hr6Nd0V,2773,,ATM Withdrawal,20,Mobile,bangalore,4,84,9,UPI,0
Pm2At0Hl6Wx6Fy5B,4943,701.7,Bank Transfer,22,Mobile,chennai,3,26,14,Net Banking,0
Jk0Cf2Dc8Bu6Li9X,2719,639.77,Bill Payment,9,Mobile,pune,3,54,12,Credit Card,0
Pz7Pl6Tw4Yy8Yi3W,3042,1523.37,Online Purchase,1,Mobile,chennai,3,28,14,Debit Card,0
Qp6Ex9Ts5Ns8Nr2G,1795,812.82,Online Purchase,10,Mobile,mumbai,3,34,3,Debit Card,0
Pv7Lp6Ro3Rs9Xs9J,1896,557.68,Bank Transfer,7,Desktop,hydrabad,1,27,13,Net Banking,0
Jh8Vj7Ub4Gx6Jy6X,2961,,Bank Transfer,6,Mobile,Ahmedabad,3,65,7,UPI,0
Rn3Kn3Uz7Hr4Jc5S,1209,1073.06,POS Payment,23,Tablet,hydrabad,2,96,7,Credit Card,0
Up7Re2Rt2Zm4Nc5C,3863,3336.74,Bill Payment,17,Tablet,delhi,0,78,9,Credit Card,0
Wc2Eg5Dj8Bn9Te6W,4879,4310.34,POS Payment,5,,delhi,4,82,2,Credit Card,0
Dx0Yn5Mu9Hj8Hc6T,3656,3261.86,POS Payment,11,Mobile,hydrabad,0,117,13,UPI,0
Ut0Iz8Pi2Ik8Nz7L,3494,601.24,Online Purchase,1,Tablet,,4,105,11,Debit Card,0
Qs3Hi9Tn9Ws9Sr6B,3507,2870.02,POS Payment,15,Tablet,mumbai,3,50,13,Net Banking,0
Ni6Vh9Ty5Mj0Tj6E,1967,1971.18,Bill Payment,23,Mobile,delhi,2,10,3,Net Banking,0
Af8Mo4Qt7Lr2Da1N,1471,1720.14,Bank Transfer,17,Tablet,chennai,2,34,1,UPI,0
Qq6Ld5Nn3Xa0Jp0J,4791,1596.06,Online Purchase,0,Desktop,pune,2,73,5,UPI,0
Nc3Em9Ua7Pp7Ec0P,3417,4647.51,Online Purchase,9,Tablet,chennai,0,25,7,Net Banking,0
Aq9Ic6Od2St1Ok4W,3947,3713.82,POS Payment,,Mobile,chennai,0,80,6,Net Banking,0
Zu3Ia9Uf8Xt2Ov1E,4563,673.57,Bill Payment,5,Tablet,Ahmedabad,2,52,11,,0
Lf5Ub8Wa6Zb9Hk2F,1922,,Bank Transfer,5,Desktop,chennai,3,25,8,Credit Card,0
Nt6Ub3Xb6Su3Ex3H,1136,1594.52,Bill Payment,21,Tablet,chennai,3,81,13,UPI,0
Gf9Em4Pw9Im3Hh8A,1366,4889.8,ATM Withdrawal,16,Desktop,bangalore,0,115,12,UPI,0
Uc3Rc4Ng4Vz0Dh4S,3959,4890.25,Bill Payment,23,Tablet,delhi,2,64,6,Net Banking,0
Td8Va1Nb3Af8Xr0V,1183,,ATM Withdrawal,,Tablet,Ahmedabad,3,81,5,Net Banking,0
Iw7Ow7Bi1Lp0Nq2C,4659,1763.81,Online Purchase,15,Tablet,delhi,3,24,12,Invalid Method,0
Rb7Dr4Zo9Az6By0G,4358,2999.07,Bill Payment,,Mobile,pune,1,81,8,Credit Card,0
Mw9Qd9Pm8Tx3St1P,3519,2399.14,Bill Payment,16,Mobile,pune,4,54,4,Net Banking,0
Id3Fo6Et7Iw6Dr1J,2398,1069.44,Bill Payment,16,Mobile,mumbai,1,64,10,UPI,0
Zw5Xw4Yy0Sb4Yf3X,3701,3303.76,POS Payment,0,Desktop,mumbai,4,55,14,,0
Wo1Fw1Sv2Qy8Sf5H,3796,1673.97,Online Purchase,6,Desktop,delhi,1,26,13,,0
Hd7Iz7Vf7Rw8Co8O,1536,,Bill Payment,21,Mobile,delhi,1,15,6,Credit Card,0
Va1Yc7Cf3Zo6Ib2X,4582,1921.49,Bank Transfer,22,Mobile,kolkata,4,47,9,UPI,0
Md6Vp2Ed4Rd6Mt2B,3849,3502.55,Online Purchase,22,Mobile,pune,0,73,3,Credit Card,0
Le0In7Wj9Jv8Hq7B,2602,,Bill Payment,20,Tablet,delhi,3,9,5,UPI,0
Sv4Ph8Bw5Cj5Ok2D,2273,2546.52,Bank Transfer,14,Mobile,mumbai,0,106,2,UPI,0
Ys0Es9Zt6Zs3Wd7I,3967,3525.18,POS Payment,14,Desktop,pune,4,21,7,UPI,0
Sj0Kr4Mt3Rv5Tq8Y,3557,2307.52,Bank Transfer,22,Unknown Device,Ahmedabad,4,8,3,Net Banking,0
Vk5Gi5Ul9Qu0Hy6T,3677,585.11,Online Purchase,1,Tablet,pune,4,50,7,Net Banking,0
Un0Ir4Dw1Zj4Xo5T,4049,,Online Purchase,0,Desktop,chennai,2,101,12,UPI,0
Ea3Gp1Mx4Kr9Tt8X,2096,1233.74,ATM Withdrawal,9,Mobile,pune,2,46,3,,0
Be0Cq2Gp2Ci7Jc2Q,2305,320.83,ATM Withdrawal,20,Mobile,bangalore,1,17,1,Net Banking,0
Ua1Mz4Lf1Kg9Ur0F,1915,3558.35,ATM Withdrawal,16,Mobile,delhi,2,3,9,Credit Card,0
Cb0Jk2Ap7My8Rh6H,4431,1840.11,POS Payment,22,Tablet,hydrabad,0,51,9,Credit Card,0
Jz9Mq0Zt3Wk2Zz8E,4081,472.15,Online Purchase,17,Mobile,bangalore,0,20,10,UPI,0
Fc2Op5Ue8Hi9Ur2H,4282,,POS Payment,15,Unknown Device,Ahmedabad,4,12,3,Net Banking,0
Od7Ms6Wy5Xt4Mk7K,4906,3419.85,Online Purchase,4,Tablet,bangalore,4,60,9,Net Banking,0
Is7Ee2Aa9Dm3Jg3H,1151,2263.86,ATM Withdrawal,11,Tablet,Ahmedabad,3,50,5,,0
Sv5Pw7Au8By7Qo0W,2028,1240.89,ATM Withdrawal,15,Mobile,kolkata,0,43,1,Net Banking,0
Rw2Vn7Gr7Zg0In6E,2218,762.97,Bank Transfer,18,Mobile,delhi,1,1,13,UPI,0
Nr8Xs1Mb9Xe1Uh6L,2977,2294.58,ATM Withdrawal,12,Tablet,bangalore,1,61,6,Net Banking,0
Sg6Ww0Sm7Uy1Wl1V,4354,4426.8,ATM Withdrawal,16,Mobile,Ahmedabad,2,53,3,UPI,0
Wf6Js3Pt5Tv8Ml9S,3511,946.03,Bill Payment,9,Mobile,bangalore,2,88,11,Debit Card,0
Dd7Be6Wc9Hw3Di9K,4184,2845.45,Online Purchase,18,Desktop,,3,26,5,Net Banking,0
Ud8Hu9Qb2Mx2Nm9G,1270,4808.62,ATM Withdrawal,19,Mobile,bangalore,1,13,13,Debit Card,0
Ts6Zx9Kz2Kq4Vh1A,2186,3187.4,Bill Payment,19,Mobile,hydrabad,2,60,1,Net Banking,0
Mn3Ea8Kp1Ef5Nd9L,1459,2202.62,Bill Payment,,Tablet,delhi,3,97,12,Credit Card,0
Io5Gv5Ei2Vz5Wb1A,1104,,Bill Payment,5,Tablet,Ahmedabad,3,25,14,UPI,0
Qd8Dn8Or1Yu9Pg9S,4764,4123.77,ATM Withdrawal,0,Desktop,chennai,3,103,10,Credit Card,0
Hl6Vt8Pn6Cg1Yp1S,4627,2954.63,POS Payment,4,Desktop,hydrabad,0,119,2,Net Banking,0
Pv6Ww3Jy9Fd7Mi2A,4353,4359.8,POS Payment,20,Tablet,chennai,2,3,1,Debit Card,1
Dp2Tg3Iq4Rt7Kk4H,2710,2575.39,Online Purchase,9,Tablet,pune,1,11,12,Net Banking,0
Rp3Oh6Mt6Gy6Ex7Y,3209,4150.99,POS Payment,19,,delhi,3,86,3,Credit Card,0
Pn1Eo0Fz4Ay0Uu6G,3398,4760.34,ATM Withdrawal,17,Tablet,delhi,4,98,13,Credit Card,0
Qk4Dy9It8Ot3Df8Z,1433,,Online Purchase,,Tablet,bangalore,4,105,3,Debit Card,0
Ef5Mh6If5Jn1Bm6C,3899,3026.98,Online Purchase,13,Desktop,mumbai,4,53,6,Net Banking,1
Kj8Ly4Hi7Vt5Jt0Y,1139,3049.29,Online Purchase,23,Desktop,Ahmedabad,3,56,5,UPI,0
Ki1Vd7Gn6Wg0Ba1H,2494,3908.27,Bank Transfer,5,Mobile,Ahmedabad,3,2,12,Net Banking,0
La7Ie8Me7Vx7Ob2T,4203,4115.71,ATM Withdrawal,11,Tablet,Ahmedabad,2,86,7,Net Banking,0
Rv8Il2Pt3Mw1Hr2Y,1086,141.01,ATM Withdrawal,19,Mobile,chennai,0,30,10,UPI,0
Xx2De0Bj1As6Uo3G,2711,3668.13,POS Payment,12,Desktop,delhi,2,106,8,Net Banking,0
Ib7Hm0Dc8Hq6Pz5Y,3230,3920.16,POS Payment,2,Tablet,Ahmedabad,1,11,2,Net Banking,0
By8Ce5Jo6Ge5Nb9R,3415,3503.65,ATM Withdrawal,3,Mobile,delhi,3,37,4,Debit Card,0
Fr9Eq5Xk8Cj3Qm7G,1128,3569.91,Bank Transfer,,Desktop,,0,29,2,Debit Card,0
Aq3Pg8Xn8Mb5Dz9Q,2269,,Bill Payment,10,Tablet,delhi,2,32,10,UPI,0
Ew5Sn4Nh9Tx2Hr4C,4672,2212.98,Bank Transfer,,Mobile,pune,4,34,12,Credit Card,0
Pf7Wo9Rn9Ac2Qy6G,2601,4091.81,Bank Transfer,6,Desktop,Ahmedabad,4,24,4,Net Banking,0
Sj2Td9Ew7Kw0Rf4Q,1669,4670.37,POS Payment,4,Mobile,pune,0,54,14,,0
Xq9Nc4In1Cg9Ic9Q,4970,1151.19,Bank Transfer,,Tablet,Ahmedabad,1,97,5,Net Banking,0
Zy7Kt7Ge2Sa4Kl8D,4449,2898.08,POS Payment,3,Desktop,mumbai,4,89,13,Credit Card,0
Fz6Rk3Vh1Ru2Ef5Q,1148,4022.63,POS Payment,2,Mobile,,1,58,14,Invalid Method,0
Dy1Mq0Pv9Zr4Gb2Z,1984,3763.28,Online Purchase,16,Mobile,Ahmedabad,1,88,8,Credit Card,0
Uv3Kw0Id9Kx6Xn2O,1851,3096.36,Bank Transfer,20,Desktop,kolkata,4,57,11,Debit Card,0
Qe1Un9Fa3Qe6Qq3Q,2456,49997.8,Bank Transfer,,Tablet,bangalore,4,3,8,Debit Card,0
Os4Dp9Cj8Cy9Us7F,1627,3620.81,Bank Transfer,3,Desktop,bangalore,3,60,4,Net Banking,0
Pv0Dz8Dp9Wb1Lm9U,4797,3867.35,ATM Withdrawal,18,,pune,1,7,14,Credit Card,0
Sg2Es9Ch0Gw4Bi6W,2492,3615.63,Bill Payment,17,Desktop,hydrabad,4,35,10,UPI,0
Vv3Bn1Yl4Qd6Th1D,3493,3830.22,Bill Payment,4,Desktop,Ahmedabad,3,85,14,Net Banking,0
Rv7Wc2Ya2Wl2Qe4W,3044,2157.42,ATM Withdrawal,12,Desktop,Ahmedabad,2,87,6,Invalid Method,0
Hd4Pq2Sp8Ry0Xh8A,4552,4968.79,Bank Transfer,2,Tablet,bangalore,3,50,5,Net Banking,0
Hp9Ex3Mc2Zx5Ur8Q,1883,3855.08,POS Payment,6,Desktop,,4,96,7,UPI,0
Im0Is4Ps1Bh4Tm4F,3341,2895.51,ATM Withdrawal,18,Desktop,Ahmedabad,1,23,6,Net Banking,0
Vt0Zd1Nw3Fq4Uv7V,2788,4671.29,POS Payment,4,Desktop,delhi,0,7,1,UPI,0
Vn2Hk2Kv9Hg5Ty6E,4214,4541.45,ATM Withdrawal,14,Desktop,pune,3,80,12,UPI,0
